ucid,name,lives,banned
6977c054-ff08-4994-a954-6bc7d7c4d4f4,bfacheru,2,false
c18ee458-5b2a-437d-8671-881e322200cc,somarkeyv,5,false
f273d3d7-b4b3-41c3-9a98-2f0dc7a99be9,wadamidesw,2,false
c4acf70e-73a9-4b22-ba49-73a7a1110db7,edyasx,2,true
8efad570-c103-4d36-aee1-51595bffc9cd,tchekey,4,true
21964838-6258-479e-8cfc-1ed60a3e4c49,egumbrellz,5,true
372945ac-7cb5-402b-9fc4-e92a72f61878,hfirebrace10,3,true
43c6be0b-9f45-4ff6-a5c3-e94c15fdbf96,rbuckell11,4,false
7b76fdda-957d-461c-9ab8-eb18d58d8f11,tthorius12,2,false
813f8b77-d12b-41f7-a799-cd9bf7940ead,ccherry13,1,true
72d9bb64-1615-4cec-9ccc-e7f691c85e48,tdoley14,4,false
5dfaa87c-de1c-49d1-b49b-ef17ae3097d3,broad15,3,false
62e737b9-8334-4e76-95d0-680917868f46,krabbitt16,1,true
8947510c-6554-4991-b28a-2d7af5679a9f,eosbaldeston17,3,true
9631ac8c-b0be-42e3-b311-65597897b87a,gmcravey18,5,false
e8435087-ebe3-4672-b4ad-b5a8c8827743,nbossingham19,4,true
965312d8-eb26-443b-8dc3-a99d5b947c88,broels1a,2,true
a854cee3-cf59-45d2-9ce2-d609cb0fc944,nrickertsen1b,3,false
979d243a-44e7-43cb-af4f-eae9607cd638,ksharpley1c,4,false
7530f9df-29ee-4484-85cc-9f86b5da9d6a,evigneron1d,5,false
04154cbd-d358-4075-ad99-b47f27317a03,amarkey1e,1,false
0fee23f0-1283-41d7-b366-b6822ae3e535,pserrier1f,3,false
611e349b-276e-4511-adf1-66436a5d7dca,kabdon1g,2,true
d5f48d0a-9f4d-45a1-8e6b-78f4db43643b,ahogsden1h,3,false
386eefa3-de53-4dbd-a12e-e762cc502958,ktettley1i,3,true
c8fac607-f16c-4959-a712-1522c27db221,lmynett1j,5,false
aaa26b62-2386-4d68-8080-50e00de11134,mquinnell1k,5,true
cb7d0778-9515-4cce-b76e-d9099730694d,dmayger1l,5,false
680e5c51-d289-48fd-972c-c2086a5caeab,mnovelli1m,4,false
a0d82d53-edb2-496b-bc55-e61ca3838191,dcurgenven1n,2,false
77f45b0d-2948-4370-a665-cd0a3b32023d,mconaghan1o,3,true
09d5a0cc-1d00-4b33-b4a0-64784867180b,dshadfourth1p,4,false
d9cdaad2-4504-4d1a-99e5-84f686d914b8,swarry1q,4,false
5e43b460-f6e8-4be5-8b1c-2942499aa1f9,zfudger1r,4,true
c949cab0-4054-4a89-a0cf-8f9c99636223,fobee1s,5,true
94e75bc3-e755-4e2f-8a04-8e2926009281,msalla1t,4,true
45bed66b-a276-4269-a0e6-c7bb541827f9,hgilman1u,4,false
05992051-995c-4bf8-bb98-40f0c7c2d703,stembridge1v,2,false
463368c8-a17a-4cec-9b89-2e88f1b768aa,stullis1w,4,false
793ee155-6bad-4b21-ab66-a8bebddc4926,mdannehl1x,5,true
6d793638-e3ff-4898-b08b-d0e646e6dea5,fadelberg1y,3,false
dd881bf3-1a36-44f1-9d7f-5bb2dba3e1db,ccombe1z,3,false
ea0d0ba9-a08f-4596-bda7-b5aaa115d99d,fattock20,3,true
7374cf99-571d-41dd-a857-a2ed0e367c29,dcuskery21,3,true
ee711257-436a-4318-abaa-509570b82c0b,kbranscombe22,3,false
c8667987-cdd5-4034-bdac-5cda9bb79e86,ebrixham23,4,false
2c22d2c7-fe1e-472b-b7bf-e3263b4d6b98,hfehely24,2,false
57e0937a-3c91-4c9c-80b5-a8e989951cd7,omarion25,2,false
16a57e83-c17d-4226-8470-59d40153e367,sgiacomuzzi26,1,false
c875263c-ef0f-4390-9355-6ca43ec8ac3c,gtofts27,4,true
de96170b-c61a-4378-acc6-5e4047e37e81,ptredgold28,1,true
743d244d-4ccd-4ed0-9cd0-8f7a8047a4ae,lirce29,3,true
968c79ff-e9e6-4c76-a430-190f783cc01f,rdivell2a,3,false
44bc960a-7565-4366-b8fd-cebcbbab5108,jwoodroofe2b,5,true
3f5885bd-a02c-4569-8ea8-ff2502a14dbd,adarracott2c,1,false
a850e1c0-9398-45c3-8c3a-45b818cd047d,rjerschke2d,2,false
3745a010-7702-4c91-a286-4bd4e00d078a,credwall2e,2,true
be67eed7-deb4-4caa-9e43-a2c4c50d9df2,aandryunin2f,4,true
998da452-33ca-4095-b662-8a2b50104af4,vrockcliffe2g,4,true
669a1eae-f049-4776-a209-6344af7d87a8,agarter2h,3,true
887c0b3a-c35c-44d7-8e17-e584efb6399a,lbavidge2i,5,true
75596c02-7395-4bd3-81ff-74c777db9cbf,mbellenger2j,4,false
ad80e746-fff0-4afa-b61c-79ba97e961be,fwellbeloved2k,2,false
f00ce27e-1b28-4de2-b862-54ab86729d0e,agrigore2l,5,false
49657f25-00d8-4095-9720-652d37b49a9b,vshellum2m,1,true
c473eeb9-c8b7-42cf-bde1-05d56d65c5c3,aflewin2n,4,false
f19ed4a0-a2e5-41fa-99c2-65163b05c98d,jwent2o,4,true
02a6e1dd-daaf-4d80-a9d5-94d028402c32,rleyson2p,4,true
a368334b-a42b-4d04-9580-846aed77649e,cinsley2q,5,false
edb742bf-5eb7-4dd2-b3ec-6a0263b7d5fe,dredmire2r,2,true
b916ce35-c96e-4a84-8f6f-7c055161fe2d,dsaterweyte2s,5,true
6b654301-5802-4656-934a-9f28d1780398,cdiggle2t,4,false
d542e192-8c86-4865-81af-0519eebe4e19,fisherwood2u,2,false
340c27e3-5c07-46d3-867b-f8b0f587c17e,aglenister2v,5,false
1556b706-fc4c-4ad4-927d-c775049a5c3b,fbalazs2w,1,false
96c5c11c-3369-48ad-b597-ff966a4fb512,pyoell2x,4,true
e92db967-f940-4681-9905-7679a77270d7,mjouaneton2y,3,false
a8ffcbe5-cd40-4997-8e38-5896d8dd0b76,fquinnette2z,5,true
c6bd8f4c-4651-4cbc-b5c1-8fc6f40c1684,mcaurah30,2,true
9f77d1fe-725a-43a7-a101-4e90733ce46e,abutchard31,3,true
128e7a54-351c-4b22-986c-1cc713af9ac8,hloton32,2,true
8812f112-b65c-4040-ba9d-cc94d975228f,uvanes33,5,false
c2575b5a-010d-405f-ae0d-4a7df95827c8,kiceton34,5,true
17e189ec-217b-4450-8cf5-d1b008b15775,eattridge35,1,true
5c808b31-7379-4582-9816-2dffac30b8c1,tportail36,2,true
504d575b-8668-4b19-8fb7-5a1a7a09df9c,sbucher37,5,true
3f2b8a43-ccc4-47d4-84bd-f49bc06c6453,livamy38,4,false
7b441961-ca44-4dfe-be0f-6511594416d1,lfarnhill39,2,false
1fd40fd4-fd34-4fdd-a421-6293788cee34,awinkless3a,2,false
2c66bbda-2cb4-44dc-a35a-83e1988b68ef,mbrabham3b,2,true
c0be14a9-8dc1-459a-8fcf-0b221304dc30,ebacup3c,4,false
3e7d77be-07ad-4168-8ea5-2acbc8d4d5de,qlille3d,2,false
4a25f761-e698-4e06-a57e-b015a7bdaac0,csargent3e,3,true
23d48dc9-ba84-48f7-8b7c-2439de764f87,rsepey3f,4,false
ae4b66f3-542e-4902-8f39-81a69da33b01,rminichi3g,2,false
7cc92dfb-cc88-4404-a978-f70b40236995,estandishbrooks3h,1,false
a3ecc5f0-2861-48e0-b2e8-f3a5323c4dd8,msauvan3i,1,false
57f5f9b8-1430-4ce1-928e-932318a10d51,aguittet3j,1,true
c7e7dc3e-9091-4002-968b-ce3c7945641a,ckehir3k,4,false
d0e15933-85d9-4075-84ae-6522ebd37cef,dperche3l,4,false
ce668249-c91a-41db-afb0-ae7f9e176a00,ddomke3m,3,true
6f841f42-8f33-46f9-871c-77b4b60953aa,hmathers3n,2,true
d0e6af45-92f5-4336-8d3b-c7f60adfe84a,swidocks3o,4,true
0dd76cf4-7e05-4d58-9bab-e713838d4feb,ntwizell3p,1,true
815a8bf7-755b-4c40-87fe-0ed2dfa57ec1,bdodridge3q,4,true
d05bbbd6-fbb1-45d0-bf8c-ae7db257409a,jbogue3r,2,true
7c3ca849-511f-4853-9c31-edc5f8b7de66,bluff3s,3,true
3780d8b3-9ad2-40ca-9097-da370b256f3f,jfeighry3t,1,true
a482708d-2f84-40fd-b1a0-55bc44f557ef,nhakey3u,4,true
5349cdae-6736-4994-8b1d-c8c2171803be,aemmitt3v,2,false
69c89081-9b57-46a8-bcdf-e50493437f8c,jallardyce3w,1,true
f949d8de-ca59-459f-b88b-44f98e9716a8,seddis3x,1,true
cedc5d26-6d87-4b4a-8c04-57bf8582b6bd,abullin3y,3,true
3ace8880-4c93-43bd-bb9e-fbf73df5c030,sflowith3z,4,true
3798d1f3-bc0b-4c49-a35e-6d5713d52e22,atoderini40,3,false
e10fcab4-df02-4b40-9371-d58d0fe0fe93,emussared41,4,false
0e6b4e58-9952-4fc5-857a-ae2bad4ed89e,fmcvity42,4,false
30f6302c-f202-4005-8a6c-11b82d664ef0,agibbonson43,1,true
6eecd392-3c22-4fe8-b1cf-307a98d6bbf5,edurran44,3,true
980ee363-bc7c-4604-8d4f-424486d2207d,jscholard45,1,true
515da656-d59f-4cc6-84f2-b1aa556493d2,fgendrich46,2,false
4fb4329a-9767-4682-8e64-58d596d6f412,sboman47,5,false
1662f8bf-5894-4cd5-95f0-d68b1fe6dded,lpalia48,1,true
6df32f27-ebfd-4ece-a924-bc91057d23b0,djemmett49,3,false
d64a8900-a9d4-41b9-9935-5f6cc2dc5814,teverist4a,1,false
e665baf0-ecef-41e9-8993-e10fd87ae806,bbowfin4b,5,false
0aa44cdc-8bd9-4b49-9a2b-30c39ae8482e,rdaynter4c,2,true
96dfe2cc-dc93-441f-8b11-16a7931936ef,mdudin4d,4,true
96102bca-ae99-440c-99eb-27ac1ccc5b20,kklink4e,3,false
52e04445-62f8-4ff1-8dbd-367035e6d582,kwederell4f,1,true
482caae8-256c-41f6-ae4b-883a52353b82,zgueste4g,2,true
2509447d-fb4d-43d1-b27b-8a3eb7ce5fff,abounds4h,3,false
6f028a93-7187-48c5-b38a-a09ff25e708c,malywen4i,5,true
51836695-3b8c-41a5-87fd-fa860bed8a91,mcluely4j,4,false
2188a83a-caff-4724-b6e5-621ebf1fb11f,kemblin4k,5,false
8e0ab599-19c6-4a68-8905-0026d79aef86,gmates4l,3,false
89e81319-bd4f-4b98-b6ce-b91d2537e966,clefevre4m,2,false
b9a59590-afcf-4556-a7d8-4bbde337c84e,cgreenacre4n,1,false
cab5d66c-ad43-49b4-8989-d785156e15f4,cmacgibbon4o,3,false
5aea4766-059f-41c8-a76b-9bfbea6150be,thaibel4p,4,false
0544440a-3639-4553-8a0a-fb90c004c617,mmountfort4q,5,true
075c8f57-b599-43f6-b35b-594c09e93c55,jsteiner4r,2,true
b46e1b56-e01f-49d5-b9ba-7591a7cf462f,lrann4s,5,false
08c5840d-e539-4c31-8a49-f78e5f67d22e,akirtlan4t,2,false
b7be7017-679d-44b3-bd0f-85b533fe3791,griepel4u,3,false
7019f9d2-9b01-4a0e-9524-3acd095db24a,edenyakin4v,1,false
0049a018-cf85-4efe-b855-089a41b33d5a,jmcelree4w,4,true
985435d9-78fa-42a6-85c3-93318514605e,bdillingston4x,2,false
7d7099d6-118f-4ff5-90ef-aebab700bb5d,ehallward4y,1,true
a47c050e-3ace-440a-ab29-d5dedff8886f,satty4z,5,true
4c65869c-e9e3-420b-b2ff-34462093cf28,jbasley50,4,true
365e2703-f346-429f-816b-c6297717d1c8,bsommerfeld51,5,true
e17b61f9-a26f-493c-8289-dd6d02ab6ec9,etoolin52,2,false
726c0bc3-22b1-4258-9a43-d9ba4dd7c232,adymott53,1,false
12a4053b-d1ad-42be-b860-e2036750984c,mdik54,4,true
0f2ed63b-0825-464b-9889-d0d77d292584,dclemencet55,3,true
da5528c4-2429-4e51-8bc5-b1acdc3ada22,bmatas56,5,false
16288ce5-e067-421d-80f9-2963bf16f4e3,nhaslen57,2,false
7b898347-3e9b-442b-8f39-10142d333685,gemanuelli58,1,true
650502fc-6cfc-46b1-85c9-a964a4ada132,eperrott59,1,false
a9126307-d2db-4385-84a6-988e7b0b3b20,kjeyes5a,3,false
162eb535-793d-4f26-8ebf-fafeaddaeafd,lproctor5b,3,false
4f09f726-9c8b-4b23-8e74-4f3a7a280541,gkenwin5c,2,true
756a74f7-6cfd-4a66-b83a-358d35dceb35,tbreslauer5d,3,false
3439036e-3633-4abc-9b07-0b9f011272d1,vroxburgh5e,4,true
deda2346-af80-4f97-b9ca-c09a8ab58699,ssancroft5f,3,true
adc642e1-17f9-4230-b5c7-7c540432eb85,sharnor5g,4,false
a10b0dfc-7a8a-4fd1-ae6c-93c1c2a12497,mingrem5h,4,true
7746590e-2ad7-47cf-ac17-1c970d1809c8,wvitler5i,4,false
eda3c9e3-733f-4902-aaa5-6a829828a0a1,asimioni5j,1,true
cd22390a-1ca1-4577-b4d5-769d62018314,bbeetlestone5k,2,true
939a9521-46dd-4d91-a199-e91378f1a85f,kmcfaell5l,1,true
1834fdd6-61c0-460e-8e53-d6aa09faf6c0,pschule5m,2,true
11e05d57-2d9a-4832-ab31-ae5d16d5021d,jrojahn5n,4,true
ab79eefe-9fca-4dc6-97a7-8197eb5ad174,nbarneveld5o,1,false
4aacb699-a59d-4e37-a33a-f3760920206d,srevett5p,4,false
b5664533-a737-47c3-8e17-d4847508ce8e,ffenners5q,3,true
0da58696-d3f0-46aa-904e-8b5d4deac1e3,dfurst5r,1,true
23234cb0-cac8-4200-9ba7-90f3eab049b2,mramsted5s,1,false
13b2d4a5-2989-4388-98e7-baaa7ff5ac8e,abrett5t,3,true
4fefed7c-b27c-4452-97b3-6cf7b6f4a7c9,gabrahm5u,2,false
5471ed86-394d-4e36-a22c-f2ca65f2b8a2,acamelli5v,4,false
17fc15db-3413-4be8-8664-4ca079bcb9be,cledster5w,2,false
e5710d68-5f07-4230-809f-40999b245905,gmatiasek5x,2,true
2101ca7b-f85e-494b-9805-6ee1f034da6f,dchenery5y,3,true
75e80b12-90ce-4c7f-a0b1-2e6fa44be1be,wclaris5z,4,true
04cd14ad-86e4-4c78-b989-6dd63aebb606,cmacvanamy60,5,true
34e49b09-8dbf-4493-bed4-b6415cb04500,sdwine61,4,true
247f7bf3-ec47-47a5-88c0-9f8e92022800,hfarncomb62,4,true
5288adee-b33a-418a-b114-4f90cb7063b2,dscutter63,1,true
e1a71247-4a04-40e1-90d6-8d8aeb2ec57e,jpickervance64,2,true
07d5d6a5-63a8-4f94-9667-cce538ab36dd,evandale65,3,false
f7d0817c-2489-4bc5-b99e-33a59f8f935d,scaulcutt66,2,false
2c73cec8-214a-497e-9656-f99081b3700f,gbass67,5,false
0088e95f-34d9-4193-8a66-eddbd8b5645b,fhymans68,3,false
25130311-b78e-4b18-9ee1-1833de8c3553,nmcallester69,3,false
40bd4e33-02fa-4577-ae9e-3f22c6937da4,forchart6a,5,true
c378d209-852d-445d-a36a-ac878b471c58,djennings6b,4,true
e973d01f-0e40-4595-88cc-3ec0d2e886a5,tbernier6c,5,true
9b98723d-741e-4f63-bea4-fc21cb594a2d,dhayton6d,3,true
0723cbe9-4a87-4aa9-8601-06e366c59d7d,kirce6e,3,false
6aaa4fbc-90a8-4f1e-994c-f10484e0345d,cpickrell6f,5,false
4611b85f-d166-438e-9771-c0cf3d453181,kbernardotte6g,2,false
b3cec1a5-bba1-40bc-877f-30c6824a59a8,wdudney6h,1,false
f09bd970-0eae-4fd8-a3b3-0869072ecd88,amoorhouse6i,3,false
0afcabfa-fd86-4649-81a5-233decb3d3e0,abasilotta6j,1,false
ac10e384-76ec-4fa3-8b34-7f3539b8c845,hpolglaze6k,4,false
41dff3ed-b331-4051-8a0a-a716c28c3161,flalor6l,2,false
969b1ba2-ac2f-4afb-8528-10e57c1cfbf9,llebarr6m,2,true
a51fb026-1a05-4d80-8374-e6f11d7cb644,mbourgeois6n,4,false
a5205eba-4b6e-4d6a-bcf8-180e2944e2ff,tkisbey6o,5,false
d3d4eb43-5444-4115-9293-49386fdcc352,mbebb6p,1,false
85022c20-36eb-436f-a08d-3f6900b6d202,rfarrent6q,3,false
e0cf6d60-779c-41d3-b4b5-c70115551d23,jkegan6r,4,false
e2d4a5b1-f775-464b-8c2d-09eb391836d9,mdoniso6s,1,true
0abe01bd-f1eb-4741-8f50-99ab3ab47f7f,mgrafhom6t,5,true
0f10503b-989a-40fb-bb12-b1b701159583,jwittier6u,3,false
946d397e-1895-48f8-a913-d77bded84722,bgissop6v,5,true
ca5f89e1-590e-4d5d-8f90-74e044d14ae7,kranald6w,5,false
29a056fc-23b1-45d9-97c9-87facf46dc5d,rgrimmer6x,4,true
d2c0a1dc-5230-40a5-95c2-7a8102e72728,wbaus6y,4,false
a8962d28-60c8-43af-8193-c8de2ef6033b,brenfree6z,1,false
1085ebea-97d6-4c4c-a812-686aab2cf109,mpeagrim70,2,false
2b149578-3941-4917-8bc1-eeebfb0c3031,bgriffey71,4,true
417e4055-56c4-4c28-9d07-70657d65e11c,amantione72,1,true
e597b951-c70e-4afd-83bd-eede08962ee2,gsheffield73,3,true
c9361491-55a9-4d7f-8f0b-46a9b993d1f4,bspittall74,2,true
4accbe70-717d-421d-b259-2c6a31e6cab3,kkaygill75,3,false
0bd5d84c-6d6f-49a1-b9b2-a49979cfdb3c,ntesmond76,2,true
263703e0-3d09-4eef-b099-b52de6b5c132,bpatroni77,1,false
e46953bc-85f4-4bda-9e92-a7823a26b06b,gthirlwall78,2,true
ddddd4f6-ce17-4166-baa4-12061a6c7270,awhistance79,5,true
42b029cd-8162-47c9-94ba-4e0dd64b668a,jblaes7a,1,false
53f4ec0d-def8-4f05-ae60-0ce0626f52a1,bledington7b,2,true
11084397-1ddf-4cc3-a2de-6d6f6a70faae,rpablos7c,4,true
8d4f8cf1-ccf4-447c-bb19-9fa8d9eae242,rbradder7d,4,true
043ec36b-8556-4607-adcc-812d3f71d31a,gclaisse7e,3,true
c4f9f8d6-5266-4ea6-bc2e-f1a7b0a4c796,ppicford7f,4,false
5dd2ab2d-6e8b-4c12-8237-d0cdb638600a,space7g,4,false
44b29444-1fa9-4c39-85af-c199951be07a,hcankett7h,5,true
54593091-b26a-4d41-9ef2-4fc4fec8fc6b,hcaitlin7i,3,true
47510a3d-f0b0-46bc-85d3-0c2c98144b37,jitzak7j,5,true
5d4ad4f1-d572-433d-930d-79e84d2420c6,rpedlar7k,5,true
ea7a4c21-be7b-438a-996a-f7046813d35b,lmatushevich7l,2,false
4f751133-d7d3-41e6-920e-cc24f24d0713,vmcilroy7m,5,true
ede3ac75-8e87-45db-94f9-3c6c5e28dff9,dwaldren7n,3,false
a891c8eb-d768-42e8-bfba-5e17d60dfc04,cbonnyson7o,2,false
b582376b-b11e-4473-b16f-66cc59ff12ff,mcalcott7p,4,false
e5c229b0-5d26-4623-8266-03188a8f3cfe,rstaker7q,2,true
7746da24-da90-4bd7-ac1e-5bbfa3bcbcb0,fboggish7r,5,true
710d1a21-a4e4-46f8-82cc-ea1a4862811b,amccord7s,1,false
cbd4994a-32c6-4f31-b595-e5b63bc4d894,sbourhill7t,5,true
323e8210-adab-451c-872b-0f45da58ee3f,kfausch7u,1,true
313bb860-96ec-440d-9caa-772632f0030a,ldivell7v,1,true
01cd0857-588e-40ec-88f5-582cd2678979,rsangster7w,5,false
81ddf3ad-3d5d-4f72-b659-50a1cbb71bf5,ageorgeon7x,2,false
d53c8b91-7028-4ad8-ae92-b5b6960b772d,bbartalini7y,2,true
487b9a6e-14e7-45d0-bf31-409440820b3d,ggerriessen7z,4,true
d7625b69-e70d-4c98-81ae-b5483e3d4a7d,elindenblatt80,4,true
a14792ae-8a94-468c-8945-81e88be15e24,bjodrelle81,2,true
d6e5d237-d331-4e49-b1c4-fa812b187658,dpettengell82,2,true
ebfdde40-1b02-4af6-ac3e-08042de92356,bharyngton83,3,true
0915113b-0719-496d-b7b5-4a4b7be27c54,pfewlass84,3,true
c417cbc5-d989-41f9-b441-23fb2796b08d,mmaggorini85,2,true
4dc585d0-730d-4a92-abda-b635e00c2f7d,ndensey86,3,true
d8950287-683f-45fc-b100-0caf5f753275,croches87,3,false
46a9ef62-6e3d-4a66-9463-c7472b27529b,kcarrabott88,1,false
a604e3ff-a4c3-4e44-ab1e-d84eb290481c,csapseed89,3,true
602d493c-1072-4362-92eb-a54c5e8ec77e,rgosnall8a,4,true
2fcd3fd6-529e-42b2-a510-b2f6b052caeb,jgaller8b,1,false
75d6e3f3-1fd8-4843-8ad9-8bf7d0dbea65,gaustins8c,2,false
d65d6444-18c4-4b59-84c6-bc83e5a81b3b,bfryatt8d,3,true
a7b3c0fc-5ea1-4bb1-9ad5-422ba6c5e9f0,ahawley8e,1,false
efea4f80-9326-4d6a-b9a7-7f9da8c4b7c5,nbutland8f,4,false
809b0b55-b2b0-47b9-8869-513c182af741,tduerdin8g,3,true
87925cef-d86e-4b82-963c-236db29183d2,divashev8h,2,false
84613a53-bbe5-4c64-beb5-d824d3e3c55e,spetherick8i,2,false
83196888-7a4c-490c-bad6-e9211e9ef4dc,pcutford8j,5,false
fe867693-e530-4320-98c4-aa72991ac7cb,sgamage8k,2,true
1fbc99b6-e163-40b9-8aab-ae3a26b6358b,tlockton8l,1,false
29074415-69f4-490b-bc83-1b2d5b950026,gorgel8m,5,false
ada0e93a-f402-49a4-8766-47c7aac1cbd4,jmchirrie8n,1,true
1029606c-81e4-43bc-a865-2cf3db18cd41,alampitt8o,2,true
82e8d456-811e-4d32-a7c5-b4c818f73f09,dmilligan8p,3,false
2d7f9165-1b18-45bf-aff1-ebca9af672c3,dgarroch8q,2,false
fc0dbbb1-47de-4cbe-8bdf-f8cfe91baf7f,srolse8r,5,false
c56105d6-1dd8-488b-bb02-c45131d6ee14,pgraber8s,5,false
7b4ab686-2e20-451b-b6ff-12e41cc9201b,ocoldridge8t,2,true
b565faf6-04c0-44f7-bbb3-141cf6f5bf8e,sklambt8u,5,false
37533c1f-2f7a-411a-8769-a62320cbbdc3,hmacfarland8v,4,false
a9d249ad-9da3-4df2-8f54-c5042268228c,bdimberline8w,3,true
ea9ad1f0-730b-42b9-b875-fa02256c37a5,gblything8x,5,true
e6ffdda1-4af1-4171-8c5e-9e0613bd2f07,clinkie8y,4,true
12c8d8d1-5523-4261-aeb1-e0e0eb48938d,spawelke8z,3,false
487a199c-4177-4380-9425-b03025aa17f2,hgammell90,4,true
5e9c8f6f-ed28-49e1-9a22-5df2d9135e74,efoddy91,5,false
d8009256-11ed-40e4-b9a7-9266ac0bce89,emangeot92,5,true
13967dd8-ba7a-462a-a798-5bf1e3b8dbe8,dsherebrook93,5,false
73a69e39-6ed0-43dc-8133-49719c442087,blohoar94,5,true
6008e288-b67a-458b-a7a8-b9d655c13ae9,bmacgall95,2,true
987ccab1-c645-434c-b0db-2c43c4c43a05,adenington96,1,false
dce1baa7-b0d7-432a-bbd2-bb6f4ac3dd61,dmcbrearty97,3,true
ed7cb389-613b-4950-b44a-4e2c115c9046,ssutcliff98,3,true
8ec45845-39a0-4a86-b3df-b297573fb7b1,lprisley99,3,false
ca01370d-1b16-420f-88f1-f1ce0a03312b,loclery9a,5,false
e91d0d86-4550-4fca-bc3a-1140220c323b,pmcknockiter9b,4,false
58c2b585-4e20-47f8-8a0b-d4b2562c75f5,mlorkin9c,1,false
04542bf4-ab7a-4f71-b0a6-e34993b0977c,jgare9d,5,true
3f2b7e49-815c-4452-9826-020a155579e3,briordan9e,5,true
78cc29f8-8e95-4b93-b5fd-346bc8b84346,dreckus9f,4,true
3b954358-3acf-4cdb-8efc-9a7c135494a3,dtrenholm9g,4,false
ff965f98-cbac-4dcb-9d05-d7d48c4fc057,ldanter9h,1,true
90e936ad-c14d-43dd-bcb0-bbf87d57c4e5,eitzkin9i,3,false
f68ba0dc-de4b-40e8-b0a0-c01bcaa7d681,mleaton9j,2,true
de6d963a-c8bf-49e0-b205-b9d15dddbf49,emcaughtry9k,4,false
e32a68ec-19ec-4973-894e-1ef808492b6f,dputley9l,3,true
d98df477-ac5b-4901-9c24-707047634b4b,standy9m,3,false
35a607f7-872a-427e-8fc3-ac3dde634b0f,tburleigh9n,4,true
4b5cf779-be4a-4150-998d-6d6af1ebb30e,dlawden9o,5,true
590a9f93-291d-492a-96a5-799978239290,calexsandrov9p,3,false
ffbda0f2-40c1-4d69-892b-2208804755ae,smceniry9q,1,false
f0922c54-51b6-4b1f-954c-d95c27f804e3,bgofford9r,5,false
ea16666b-ede0-4935-bdb1-79b522fd519b,fraymen9s,5,false
85713cd6-a641-4719-a260-bed6e991f9da,lniess9t,1,false
6a0e7953-4c9b-4141-8ecb-e161521d9890,amacdaid9u,3,false
f0911d50-b782-4431-8e96-24bd49a0b3d5,benglishby9v,2,false
0ebe9d78-2f5c-47d7-9b72-a46ac58f59b0,sstoke9w,3,true
3e5ab680-f19d-499d-bb09-9892ec1f0d56,kcoffelt9x,1,false
b2c52ab1-ad0f-4987-b750-20f98c349802,bleathem9y,2,true
c3c8a004-646c-459d-bd9a-0c6eae35a988,oitzhaki9z,5,true
604f3b29-db21-46f1-bafd-687c8048e394,wdeyenhardta0,5,true
20a54670-a855-40bc-9757-5f8c7fd3c2b7,hfontaneta1,1,false
d50bd3f7-03cf-404c-a11e-3f8be7e5e511,dmeiklema2,5,true
83520732-5d94-4a82-aed1-8fe43a98fd51,wnightingalea3,3,true
96a29f68-42b1-4e8d-9f8c-00b2dc6b4da5,rgrossmana4,1,false
1e936299-c19c-43d5-af79-812482b40c67,mjorisa5,3,false
1e1ae65c-fa5b-4cef-851d-7da5b0ac41a9,enorquoya6,2,false
