id,end_time
325,14400
326,14400
327,2142
328,14400
329,14400
330,13777
331,11791
332,14400
333,10192
334,14400
335,5897
336,14400
337,2484
338,14400
339,14400
340,10489
341,163
342,14400
343,14400
344,14400
345,1308
346,439
347,3877
348,14400
349,14400
350,9397
351,14400
352,14400
353,4030
354,14400
355,7974
356,14400
357,14400
358,14400
359,14400
360,14400
361,10369
362,14400
363,14400
364,14400
365,1695
366,10979
367,14400
368,14400
369,162
370,365
371,14400
372,12642
373,14400
374,14400
375,14400
376,14400
377,168
378,14400
379,14400
380,4906
381,4829
382,14400
383,14400
384,14400
385,14400
386,14400
387,14400
388,14400
389,14400
390,4748
391,14400
392,5108
393,14400
394,14400
395,14400
396,6029
397,3284
398,14400
399,14400
400,9557
401,14400
402,2911
403,4763
404,14400
405,1485
406,14400
407,4478
408,14400
409,961
410,14400
411,10812
412,14400
413,11774
414,6210
415,14400
416,14400
417,7713
418,14400
419,14400
420,14400
421,14400
422,14400
423,14400
424,12976
425,7678
426,14400
427,14400
428,14400
429,14400
430,6214
431,14400
432,11085
433,14400
434,14400
435,1191
436,14400
437,14400
438,14400
439,1795
440,14400
441,14400
442,13982
443,1792
444,14400
445,14400
446,14400
447,14400
448,14400
449,4379
450,14400
451,14400
452,14400
453,11343
454,14400
455,14400
456,10146
457,14400
458,14400
459,312
460,14400
461,14400
462,11300
463,14400
464,14400
465,11286
466,14400
467,6005
468,14400
469,14400
470,14400
471,14400
472,12356
473,14400
474,6412
475,14400
476,14400
477,14400
478,14400
479,14400
480,14400
481,14400
482,14400
483,14400
484,10740
485,14400
486,14400
487,5089
488,14400
489,11606
490,14400
491,14400
492,14400
493,14400
494,14400
495,1945
496,14400
497,14400
498,13568
499,4030
500,14400
501,14400
502,14400
503,5684
504,14400
505,14400
506,12533
507,14400
508,14400
509,3088
510,14400
511,14400
512,14400
513,14400
514,5526
515,14400
516,14400
517,14400
518,10576
519,7250
520,4128
521,14400
522,14400
523,14400
524,14400
525,14400
526,14400
527,14400
528,14400
529,7208
530,14400
531,14400
532,14400
533,14400
534,14400
535,1790
536,14400
537,14400
538,14400
539,14400
540,14400
541,13457
542,14400
543,14400
544,2064
545,14400
546,14400
547,14400
548,14400
549,14400
550,4665
551,14400
552,8123
553,14400
554,14400
555,14400
556,14400
557,11556
558,14400
559,14400
560,11816
561,10207
562,14400
563,2908
564,12496
565,14400
566,14400
567,1853
568,14400
569,14400
570,14400
571,9879
572,4345
573,331
574,14400
575,14400
576,14400
577,4440
578,6166
579,14400
580,14400
581,12015
582,14400
583,14400
584,14400
585,14400
586,14400
587,5312
588,14400
589,11870
590,12518
591,14400
592,6868
593,14400
594,6364
595,9525
596,949
597,6282
598,14400
599,14400
600,14400
601,14400
602,14400
603,14400
604,14400
605,14400
606,14400
607,14400
608,14400
609,4640
610,14400
611,11652
612,14400
613,14400
614,11505
615,14400
616,12047
617,14400
618,14400
619,14400
620,14400
621,11150
622,14400
623,2708
624,14400
625,14400
626,14400
627,7576
628,14400
629,14400
630,14400
631,14400
632,14400
633,14400
634,14400
635,4239
636,14400
637,14400
638,14400
639,915
640,9065
641,1838
642,9103
643,8175
644,14400
645,8959
646,14400
647,14400
648,14400
649,10030
650,14400
651,8062
652,9676
653,10682
654,14400
655,14400
656,12598
657,14400
658,14400
659,3658
660,14400
661,14400
662,14400
663,14400
664,14400
665,14400
666,14400
667,11744
668,8147
669,14400
670,14400
671,14400
672,13661
673,14400
674,14400
675,14400
676,14400
677,10377
678,14400
679,14400
680,4899
681,14400
682,14400
683,14400
684,3433
685,14400
686,14400
687,14400
688,14400
689,14400
690,14400
691,3835
692,14400
693,14400
694,14400
695,12452
696,14400
697,14400
698,14400
699,14400
700,14400
701,14400
702,14400
703,14400
704,14400
705,14350
706,14400
707,12883
708,14400
709,14400
710,1070
711,14400
712,14400
713,14400
714,14400
715,14400
716,12746
717,14400
718,14400
719,14400
720,14400
721,12492
722,8945
723,14400
724,14400
725,12705
726,14400
727,4894
728,14400
729,14400
730,14400
731,10824
732,11517
733,8167
734,3765
735,14400
736,14400
737,14400
738,13287
739,7355
740,14400
741,2053
742,14400
743,14400
744,14400
745,14400
746,14400
747,14400
748,2473
749,9191
750,5472
751,14400
752,14400
753,9978
754,14400
755,14400
756,2826
757,14400
758,14400
759,11821
760,14400
761,14400
762,4511
763,6639
764,14400
765,7697
766,7596
767,14400
768,6602
769,4127
770,14400
771,14400
772,14400
773,14400
774,14400
775,11358
776,14400
777,14400
778,14400
779,14400
780,12134
781,7492
782,14400
783,2326
784,6110
785,14400
786,4057
787,3392
788,1417
789,14400
790,10532
791,14400
792,10223
793,14400
794,14400
795,14400
796,13689
797,10473
798,14400
799,2593
800,14400
801,2537
802,10215
803,14400
804,11536
805,14400
806,14400
807,14400
808,14400
809,7870
810,14400
811,1492
812,14400
813,84
814,13699
815,400
816,9290
817,14400
818,5995
819,11953
820,14400
821,14400
822,14400
823,10824
824,14400
825,14400
826,14400
827,2431
828,14400
829,14400
830,4204
831,14400
832,14400
833,4829
834,14400
835,14400
836,14400
837,14400
838,14400
839,14400
840,1479
841,576
842,14400
843,14400
844,14400
845,13406
846,7794
847,14400
848,1167
849,14400
850,12742
851,14400
852,14400
853,7022
854,6634
855,4456
856,5672
857,11814
858,9866
859,14400
860,8706
861,14400
862,14400
863,11690
864,14400
865,14400
866,14400
867,12504
868,14400
869,14400
870,14400
871,7230
872,14400
873,14400
874,14400
875,14400
876,6675
877,14400
878,14400
879,14400
880,14400
881,14400
882,14400
883,4707
884,7111
885,14400
886,9194
887,14400
888,14400
889,14400
890,14400
891,14400
892,14400
893,14400
894,14400
895,3235
896,14400
897,3150
898,14400
899,14400
900,14400
901,14400
902,14400
903,14400
904,14400
905,13072
906,14400
907,14400
908,6127
909,14400
910,13409
911,14400
912,14400
913,14400
914,14400
915,14122
916,12211
917,14400
918,14400
919,14400
920,14400
921,14400
922,14400
923,12069
924,6576
925,14400
926,14400
927,14400
928,14400
929,14400
930,14400
931,14400
932,12963
933,14400
934,4816
935,14400
936,14400
937,14400
938,4191
939,14400
940,14400
941,14400
942,14400
943,14400
944,14400
945,14400
946,14400
947,14400
948,14400
949,14400
950,14400
951,14400
952,14400
953,14400
954,14400
955,14400
956,14400
957,13992
958,14400
959,14400
960,12066
961,14400
962,3882
963,14400
964,14400
965,14400
966,14400
967,14400
968,8110
969,14400
970,14400
971,14400
972,9046
973,14400
974,7229
975,14400
976,3592
977,14400
978,14400
979,14400
980,7565
981,14400
982,1038
983,14400
984,14400
985,7055
986,14400
987,14400
988,14400
989,1770
990,14400
991,14400
992,14400
993,14400
994,14400
995,14400
996,14400
997,14400
998,14400
999,1958
1000,5697
1001,14400
1002,14400
1003,14400
1004,2379
1005,14400
1006,14400
1007,14400
1008,14400
1009,14400
1010,14400
1011,12698
1012,14400
1013,14400
1014,14400
1015,14400
1016,14400
1017,14400
1018,14400
1019,14400
1020,14400
1021,2424
1022,14400
1023,14400
1024,14400
1025,14400
1026,14400
1027,3318
1028,14400
1029,5428
1030,14400
1031,14400
1032,14400
1033,14400
1034,14400
1035,14400
1036,8629
1037,14400
1038,14400
1039,14400
1040,14400
1041,14400
1042,14400
1043,14400
1044,4585
1045,14400
1046,14400
1047,14400
1048,10142
1049,3609
1050,14400
1051,14400
1052,14400
1053,14400
1054,14400
1055,14400
1056,734
1057,6125
1058,10752
1059,14400
1060,12281
1061,14400
1062,14400
1063,3510
1064,718
1065,195
1066,14400
1067,2123
1068,10329
1069,14400
1070,14400
1071,14400
1072,14400
1073,4195
1074,14400
1075,10828
1076,14400
1077,5585
1078,14400
1079,718
1080,14400
1081,14400
1082,10511
1083,14400
1084,6768
1085,14400
1086,14400
1087,339
1088,4903
1089,14400
1090,14400
1091,889
1092,14400
1093,14400
1094,14400
1095,14400
1096,6219
1097,14400
1098,14400
1099,3478
1100,14400
1101,10284
1102,14400
1103,909
1104,14400
1105,14400
1106,14400
1107,956
1108,1855
1109,14400
1110,14400
1111,14400
1112,14400
1113,14400
1114,13231
1115,11
1116,14400
1117,14400
1118,14400
1119,3907
1120,14400
1121,2650
1122,14400
1123,2787
1124,14400
1125,2132
1126,14400
1127,14400
1128,14400
1129,1046
1130,14400
1131,3754
1132,7645
1133,14400
1134,14400
1135,14400
1136,14400
1137,14400
1138,14400
1139,14400
1140,14400
1141,14400
1142,13306
1143,6156
1144,14400
1145,14400
1146,14400
1147,14400
1148,14400
1149,14400
1150,12760
1151,11264
1152,14400
1153,14400
1154,14400
1155,14400
1156,14400
1157,7546
1158,14400
1159,14400
1160,8653
1161,14400
1162,12116
1163,14400
1164,7820
1165,14400
1166,14400
1167,14400
1168,14400
1169,14400
1170,14400
1171,3223
1172,14400
1173,14400
1174,14400
1175,9518
1176,14400
1177,12856
1178,14400
1179,4142
1180,10980
1181,2235
1182,14400
1183,14400
1184,7532
1185,14400
1186,14400
1187,14400
1188,14400
1189,14400
1190,14400
1191,3403
1192,14400
1193,14400
1194,14400
1195,14400
1196,14400
1197,14400
1198,2159
1199,9176
1200,14400
1201,14400
1202,14400
1203,14400
1204,7266
1205,14315
1206,5746
1207,14400
1208,14400
1209,12624
1210,14400
1211,14400
1212,14400
1213,14400
1214,14400
1215,14400
1216,14400
1217,14400
1218,12823
1219,14400
1220,14400
1221,14400
1222,8387
1223,14400
1224,5743
1225,14400
1226,14400
1227,14400
1228,14400
1229,14400
1230,7477
1231,14400
1232,14400
1233,14400
1234,1252
1235,14400
1236,14400
1237,14400
1238,14400
1239,14400
1240,2563
1241,14400
1242,10181
1243,14400
1244,14400
1245,14400
1246,6291
1247,2641
1248,14400
1249,14400
1250,14400
1251,14400
1252,14400
1253,14400
1254,14400
1255,14400
1256,14400
1257,14400
1258,12726
1259,14400
1260,12766
1261,4700
1262,14400
1263,14400
1264,14400
1265,14400
1266,10556
1267,14400
1268,14400
1269,13494
1270,10519
1271,9747
1272,14400
1273,14400
1274,14400
1275,14400
1276,14400
1277,14400
1278,14400
1279,14400
1280,14400
1281,11139
1282,14400
1283,14400
1284,14400
1285,14400
1286,14400
1287,14400
1288,7743
1289,14400
1290,14400
1291,14400
1292,14400
1293,14400
1294,14400
1295,11193
1296,14400
1297,14400
1298,14400
1299,11103
1300,14400
1301,14400
1302,14400
1303,14400
1304,14400
1305,14400
1306,14400
1307,9945
1308,14400
1309,14400
1310,14400
1311,14400
1312,6864
1313,8495
1314,14400
1315,14400
1316,14400
1317,14400
1318,9442
1319,14400
1320,14400
1321,14400
1322,14400
1323,14400
1324,14400
1325,14400
1326,14400
1327,14400
1328,14400
1329,14400
1330,14400
1331,14400
1332,14400
1333,14400
1334,6098
1335,13760
1336,14400
1337,1873
1338,3876
1339,14400
1340,14400
1341,14400
1342,14400
1343,14400
1344,14400
1345,14400
1346,9643
1347,14400
1348,14400
1349,14400
1350,14400
1351,14400
1352,14400
1353,14400
1354,14400
1355,14400
1356,3428
1357,14400
1358,14400
1359,3529
1360,14400
1361,14400
1362,14400
1363,4105
1364,14400
1365,4452
1366,14400
1367,14400
1368,14400
1369,14400
1370,14400
1371,14400
1372,14400
1373,14400
1374,14400
1375,9746
1376,14400
1377,5320
1378,5475
1379,14400
1380,14400
1381,7531
1382,14400
1383,14400
1384,14400
1385,14400
1386,14400
1387,14400
1388,14400
1389,3788
1390,14400
1391,10516
1392,14400
1393,14400
1394,14400
1395,14400
1396,14400
1397,14400
1398,14400
1399,14400
1400,14400
1401,14400
1402,14400
1403,14400
1404,14400
1405,14400
1406,14400
1407,14400
1408,2645
1409,14400
1410,14400
1411,14400
1412,14400
1413,9610
1414,14400
1415,4132
1416,14400
1417,14400
1418,14400
1419,14400
1420,2922
1421,14400
1422,14400
1423,14400
1424,14400
1425,11040
1426,14400
1427,14400
1428,14400
1429,13593
1430,14400
1431,14400
1432,14400
1433,6377
1434,6247
1435,7730
1436,14400
1437,14400
1438,14400
1439,14400
1440,14400
1441,14400
1442,14400
1443,14400
1444,14400
1445,4637
1446,9948
1447,245
1448,9027
1449,14400
1450,14400
1451,3614
1452,14400
1453,14400
1454,9017
1455,14400
1456,2894
1457,14400
1458,14400
1459,6073
1460,14400
1461,12134
1462,14400
1463,14400
1464,6729
1465,4688
1466,11410
1467,8752
1468,4802
1469,14400
1470,14400
1471,14400
1472,10107
1473,14400
1474,6318
1475,6769
1476,14400
1477,14400
1478,4320
1479,7390
1480,14400
1481,12287
1482,14400
1483,14400
1484,14400
1485,8059
1486,14400
1487,14400
1488,14400
1489,10528
1490,14400
1491,6181
1492,14400
1493,14400
1494,14400
1495,14400
1496,7551
1497,10062
1498,2939
1499,269
1500,14400
1501,14400
1502,14400
1503,7068
1504,14400
1505,14400
1506,14400
1507,14400
1508,14400
1509,14400
1510,14400
1511,14400
1512,325
1513,2583
1514,14400
1515,14400
1516,14400
1517,14400
1518,14400
1519,14184
1520,14175
1521,14400
1522,14400
1523,14400
1524,14400
1525,3910
1526,10520
1527,14400
1528,781
1529,14400
1530,14400
1531,4593
1532,14400
1533,9918
1534,14400
1535,14400
1536,14400
1537,14400
1538,4051
1539,14400
1540,14400
1541,14400
1542,14400
1543,14400
1544,1603
1545,14042
1546,14400
1547,14400
1548,14400
1549,14400
1550,12591
1551,8865
1552,6858
1553,14400
1554,14400
1555,14400
1556,14400
1557,14400
1558,14400
1559,14400
1560,2311
1561,4619
1562,13579
1563,2180
1564,14400
1565,14400
1566,8562
1567,1524
1568,8134
1569,14400
1570,14400
1571,5110
1572,14400
1573,14400
1574,14400
1575,14400
1576,14400
1577,14400
1578,10022
1579,14400
1580,369
1581,14400
1582,14400
1583,14400
1584,2122
1585,14400
1586,14400
1587,14400
1588,14400
1589,14400
1590,14400
1591,14400
1592,1590
1593,14400
1594,14400
1595,14400
1596,14400
1597,14400
1598,5019
1599,14400
1600,14400
1601,14400
1602,13091
1603,14400
1604,13780
1605,3097
1606,7461
1607,14400
1608,14400
1609,14400
1610,14400
1611,14400
1612,14400
1613,14400
1614,14400
1615,14400
1616,14400
1617,14400
1618,6254
1619,14400
1620,1981
1621,14400
1622,14400
1623,14400
1624,10273
1625,13458
1626,14400
1627,12871
1628,14400
1629,5255
1630,14400
1631,12874
1632,14400
1633,14400
1634,14400
1635,14400
1636,4780
1637,14400
1638,14400
1639,14400
1640,14400
1641,7915
1642,14400
1643,2370
1644,14400
1645,4545
1646,12352
1647,12745
1648,14400
1649,7906
1650,14400
1651,14400
1652,14400
1653,3642
1654,14400
1655,14400
1656,14400
1657,14400
1658,14400
1659,14400
1660,1085
1661,14400
1662,14400
1663,14400
1664,14400
1665,3254
1666,8484
1667,14400
1668,3722
1669,14400
1670,3827
1671,14400
1672,14400
1673,14400
1674,14400
1675,14400
1676,14400
1677,14400
1678,14400
1679,14400
1680,14400
1681,12130
1682,7010
1683,14400
1684,14400
1685,14400
1686,5194
1687,14400
1688,14345
1689,14400
1690,10875
1691,14400
1692,8750
1693,14400
1694,14400
1695,10606
1696,14400
1697,3110
1698,14400
1699,3691
1700,14400
1701,14400
1702,14400
1703,14400
1704,3995
1705,14400
1706,14400
1707,365
1708,14400
1709,14400
1710,9341
1711,14400
1712,10303
1713,14400
1714,696
1715,14400
1716,14400
1717,14400
1718,14400
1719,8568
1720,14400
1721,14400
1722,14400
1723,14400
1724,14400
1725,14400
1726,14400
1727,14400
1728,14400
1729,9099
1730,14400
1731,14400
1732,14400
1733,9133
1734,14400
1735,14400
1736,14400
1737,14400
1738,1056
1739,14400
1740,14400
1741,14400
1742,14400
1743,3799
1744,14400
1745,5838
1746,14400
1747,14400
1748,14400
1749,3891
1750,14400
1751,14400
1752,13219
1753,14400
1754,14400
1755,14400
1756,12062
1757,14400
1758,14400
1759,14400
1760,14400
1761,14400
1762,14400
1763,14400
1764,14400
1765,14400
1766,7432
1767,14400
1768,14400
1769,14400
1770,14400
1771,14400
1772,758
1773,14400
1774,14400
1775,4922
1776,14400
1777,14400
1778,14400
1779,4089
1780,14400
1781,14400
1782,14400
1783,14400
1784,14400
1785,14400
1786,5232
1787,14400
1788,14400
1789,14400
1790,14400
1791,12383
1792,14400
1793,9362
1794,3171
1795,7028
1796,14400
1797,14400
1798,14400
1799,12948
1800,14400
1801,14400
1802,6373
1803,14400
1804,14400
1805,14400
1806,14400
1807,14400
1808,14400
1809,14400
1810,14400
1811,14400
1812,14400
1813,11852
1814,14400
1815,2508
1816,3031
1817,4918
1818,14400
1819,14400
1820,2137
1821,14400
1822,9176
1823,14400
1824,14400
1825,14400
1826,14400
1827,5478
1828,3178
1829,14400
1830,14400
1831,14400
1832,14400
1833,14400
1834,14400
1835,14400
1836,14400
1837,14400
1838,14400
1839,11182
1840,14400
1841,9870
1842,8628
1843,4536
1844,14400
1845,14400
1846,14400
1847,14400
1848,14400
1849,14400
1850,14400
1851,14400
1852,13189
1853,14400
1854,14400
1855,14400
1856,14400
1857,3710
1858,14400
1859,14400
1860,14400
1861,5473
1862,14400
1863,14400
1864,6800
1865,14400
1866,14400
1867,14400
1868,14400
1869,13870
1870,9004
1871,14400
1872,14400
1873,14400
1874,11615
1875,5517
1876,14400
1877,6551
1878,832
1879,14400
1880,6510
1881,14400
1882,14400
1883,14400
1884,14400
1885,4264
1886,14400
1887,14400
1888,9713
1889,14400
1890,14400
1891,14400
1892,14400
1893,14400
1894,8066
1895,13316
1896,14400
1897,14400
1898,8846
1899,14400
1900,14400
1901,14400
1902,9903
1903,14400
1904,14400
1905,7977
1906,14400
1907,2882
1908,14400
1909,6885
1910,5233
1911,14400
1912,14400
1913,14400
1914,14400
1915,14400
1916,14400
1917,14400
1918,14400
1919,14400
1920,14400
1921,5519
1922,675
1923,14400
1924,1624
1925,14400
1926,14400
1927,14400
1928,6127
1929,13166
1930,11195
1931,14400
1932,1380
1933,3794
1934,14400
1935,14073
1936,14400
1937,14400
1938,14400
1939,14400
1940,14400
1941,8692
1942,14400
1943,14400
1944,14400
1945,27
1946,14400
1947,13192
1948,14400
1949,11270
1950,14400
1951,14400
1952,14400
1953,151
1954,14400
1955,14400
1956,14400
1957,14400
1958,14400
1959,14400
1960,14400
1961,14400
1962,703
1963,14400
1964,14400
1965,14400
1966,14400
1967,5654
1968,14400
1969,14400
1970,12373
1971,14400
1972,8172
1973,6093
1974,14400
1975,14400
1976,14400
1977,14400
1978,5949
1979,9141
1980,3975
1981,14400
1982,14400
1983,12384
1984,13303
1985,14400
1986,14400
1987,3446
1988,14400
1989,14400
1990,2017
1991,14400
1992,10657
1993,11941
1994,14400
1995,14400
1996,6712
1997,14400
1998,14400
1999,14400
2000,14400
2001,10258
2002,14400
2003,14400
2004,4974
2005,14400
2006,14400
2007,14400
2008,14400
2009,4164
2010,14400
2011,14400
2012,14400
2013,10789
2014,14400
2015,11643
2016,14400
2017,2770
2018,14400
2019,14400
2020,13142
2021,14400
2022,14400
2023,7048
2024,14400
2025,14400
2026,14400
2027,14400
2028,14400
2029,14400
2030,14400
2031,14400
2032,8574
2033,14400
2034,14400
2035,14400
2036,14400
2037,2399
2038,10421
2039,13752
2040,14400
2041,14400
2042,245
2043,14400
2044,14400
2045,14400
2046,14400
2047,14400
2048,14400
2049,14400
2050,14400
2051,2387
2052,14400
2053,14400
2054,13699
2055,14400
2056,9150
2057,14400
2058,12817
2059,7070
2060,14400
2061,14400
2062,14400
2063,14400
2064,6914
2065,10981
2066,1438
2067,14400
2068,14400
2069,14400
2070,14400
2071,13655
2072,13162
2073,14400
2074,14400
2075,14400
2076,1831
2077,14400
2078,3541
2079,14400
2080,14400
2081,14400
2082,9904
2083,13011
2084,8063
2085,1997
2086,14400
2087,2013
2088,14400
2089,14400
2090,14400
2091,14400
2092,14400
2093,2534
2094,10650
2095,14400
2096,14400
2097,14400
2098,14400
2099,4968
2100,14400
2101,5208
2102,14400
2103,14400
2104,12362
2105,14400
2106,14400
2107,14400
2108,14400
2109,14400
2110,14400
2111,14400
2112,14400
2113,3120
2114,14400
2115,4034
2116,14400
2117,14400
2118,14400
2119,14400
2120,14400
2121,3899
2122,14400
2123,14400
2124,14400
2125,14400
2126,14400
2127,14400
2128,14400
2129,5579
2130,11517
2131,14400
2132,14400
2133,14400
2134,14400
2135,14400
2136,14400
2137,14400
2138,7373
2139,14400
2140,14400
2141,14400
2142,14400
2143,14400
2144,14400
2145,14400
2146,3728
2147,14400
2148,4059
2149,14400
2150,14400
2151,14400
2152,7382
2153,14400
2154,14400
2155,7339
2156,14400
2157,14400
2158,3222
2159,14400
2160,14400
2161,14400
2162,12325
2163,2420
2164,14400
2165,7113
2166,14160
2167,14400
2168,10361
2169,14400
2170,14400
2171,14400
2172,11940
2173,13859
2174,500
2175,14400
2176,14400
2177,14400
2178,14400
2179,14400
2180,14400
2181,14400
2182,14400
2183,14400
2184,14400
2185,14400
2186,14400
2187,5381
2188,14400
2189,14400
2190,14400
2191,1010
2192,14400
2193,7849
2194,14400
2195,14400
2196,14400
2197,14400
2198,6069
2199,4541
2200,14400
2201,10575
2202,14400
2203,14400
2204,14400
2205,14400
2206,13741
2207,14400
2208,14400
2209,14400
2210,14400
2211,14400
2212,14400
2213,14400
2214,9694
2215,1828
2216,14400
2217,14400
2218,14400
2219,14400
2220,6373
2221,14400
2222,14400
2223,14400
2224,14400
2225,14400
2226,14400
2227,13748
2228,14400
2229,14400
2230,14400
2231,14400
2232,14400
2233,14400
2234,3684
2235,14400
2236,14400
2237,11109
2238,13834
2239,3328
2240,14400
2241,3843
2242,14400
2243,14400
2244,14400
2245,8382
2246,3163
2247,14400
2248,14400
2249,7003
2250,13514
2251,14400
2252,14400
2253,4067
2254,359
2255,2634
2256,14400
2257,14400
2258,6318
2259,14400
2260,8186
2261,12489
2262,14400
2263,10882
2264,13495
2265,14400
2266,14400
2267,14400
2268,14400
2269,10869
2270,14400
2271,14400
2272,14400
2273,6137
2274,14400
2275,2713
2276,14400
2277,14400
2278,14400
2279,2969
2280,10640
2281,4548
2282,14400
2283,14400
2284,14400
2285,14400
2286,14400
2287,14400
2288,676
2289,10823
2290,14400
2291,14400
2292,14400
2293,9755
2294,14400
2295,9939
2296,14400
2297,14400
2298,14400
2299,14270
2300,7348
2301,14086
2302,12682
2303,1101
2304,14400
2305,10395
2306,14400
2307,14400
2308,14400
2309,14400
2310,1169
2311,7996
2312,5505
2313,14400
2314,14400
2315,14400
2316,14400
2317,14400
2318,14400
2319,14400
2320,14400
2321,8989
2322,14400
2323,8016
2324,3579
2325,14400
2326,13792
2327,5366
2328,14400
2329,3360
2330,14400
2331,5299
2332,14400
2333,9343
2334,13109
2335,10692
2336,14400
2337,14400
2338,10158
2339,14400
2340,14400
2341,14400
2342,13171
2343,14400
2344,14400
2345,2927
2346,14400
2347,14400
2348,14400
2349,14400
2350,10308
2351,14400
2352,14400
2353,4855
2354,14400
2355,6682
2356,14400
2357,12103
2358,14400
2359,14400
2360,14400
2361,14400
2362,14400
2363,5271
2364,14400
2365,14400
2366,1324
2367,14400
2368,14400
2369,12204
2370,14400
2371,14400
2372,14400
2373,14400
2374,14400
2375,14400
2376,4427
2377,14400
2378,7101
2379,3994
2380,14400
2381,14400
2382,9076
2383,6680
2384,14400
2385,14400
2386,14400
2387,14400
2388,14400
2389,270
2390,14400
2391,3358
2392,14400
2393,14400
2394,14400
2395,10329
2396,14400
2397,14400
2398,1504
2399,14400
2400,14400
2401,14400
2402,14400
2403,12556
2404,14400
2405,213
2406,11289
2407,9889
2408,12095
2409,14400
2410,10637
2411,8762
2412,4548
2413,13833
2414,14400
2415,14400
2416,14400
2417,14400
2418,9279
2419,14400
2420,14400
2421,7248
2422,490
2423,11462
2424,14400
2425,14400
2426,6167
2427,14400
2428,12671
2429,14400
2430,14400
2431,14400
2432,5247
2433,879
2434,14400
2435,14400
2436,14400
2437,14400
2438,14400
2439,296
2440,905
2441,14400
2442,14400
2443,1508
2444,10171
2445,8980
2446,14400
2447,14400
2448,14400
2449,13825
2450,14400
2451,14400
2452,14400
2453,14400
2454,14400
2455,14400
2456,7951
2457,14400
2458,14400
2459,3310
2460,14400
2461,14400
2462,14400
2463,8150
2464,14400
2465,8413
2466,14400
2467,14400
2468,14400
2469,14400
2470,14400
2471,14400
2472,14400
2473,14400
2474,944
2475,14400
2476,647
2477,12979
2478,14400
2479,14400
2480,14400
2481,11105
2482,14400
2483,3155
2484,14400
2485,14400
2486,14400
2487,14400
2488,11487
2489,14400
2490,14400
2491,6781
2492,14047
2493,14400
2494,14400
2495,14400
2496,14400
2497,14400
2498,14400
2499,14400
2500,14400
2501,5188
2502,3838
2503,14400
2504,9769
2505,14400
2506,14400
